target_id,target_month,employee_id,product_id,target_qty,target_value,currency,approved_by,approval_status,created_at,updated_at,source_system,batch_id,remarks
T400158,2025-12-01,E100697,P200240,1117,"7,08,264.50",INR,E100050,Approved,2025-12-31 23:27:42,2025-09-18 13:20:50,SAP,BATCH_20260313_003,Carry forward
T400159,2026-01-01,E100451,P200420,158,"5,59,689.39",INR,E100584,Approved,2025-06-01 14:02:06,2026-02-22 22:21:23,CRM,BATCH_20260313_001,Manual upload
T400160,2025-12-01,E100318,P200080,323,"4,01,261.38",INR,E100709,Approved,2025-11-12 19:23:45,2025-09-06 17:28:50,CRM,BATCH_20260313_002,
T400161,2025-04-01,E100391,P200557,335,"35,217.42",INR,E100738,Approved,2025-02-18 20:05:32,2025-01-26 01:09:05,Legacy ERP,BATCH_20260313_003,
T400162,2025-05-01,E100033,P200547,956,"41,91,119.14",INR,E100705,Approved,2025-03-29 21:41:13,2025-03-18 17:11:14,SAP,BATCH_20260313_001,Revised
T400163,2025-09-01,E100683,P200068,1672,"62,18,213.32",INR,E100271,Approved,2025-03-08 11:37:32,2025-11-25 00:33:17,SFA App,BATCH_20260313_003,Manual upload
T400164,2025-10-01,E100214,P200142,1650,"34,36,864.32",INR,E100147,Approved,2026-02-05 20:12:29,2025-01-28 20:09:16,Legacy ERP,BATCH_20260313_002,Carry forward
T400165,2025-09-01,E100359,P200578,1308,"43,03,474.91",INR,E100029,Approved,2025-06-28 16:12:03,2026-02-22 13:09:59,SFA App,BATCH_20260313_002,Manual upload
T400166,2025-09-01,E100742,P200340,1139,"47,32,823.81",INR,E100277,Approved,2025-05-19 07:05:09,2026-01-08 16:43:17,CRM,BATCH_20260313_003,
T400167,2025-08-01,E100597,P200177,676,"18,04,730.94",INR,E100096,Approved,2025-01-13 04:02:11,2026-01-20 02:21:41,SAP,BATCH_20260313_001,Carry forward
T400168,2025-07-01,E100082,P200216,1093,"14,34,765.00",INR,E100690,Approved,2025-02-26 15:00:00,2026-01-28 17:55:57,SFA App,BATCH_20260313_002,Manual upload
T400169,2025-10-01,E100383,P200080,160,"5,43,838.71",INR,E100028,Approved,2025-03-27 14:32:47,2025-05-27 07:10:27,SFA App,BATCH_20260313_002,Carry forward
T400170,01-11-2025,E100435,P200279,498,"2,10,710.21",INR,E100561,Pending,2025-12-19 11:51:16,2025-05-05 14:45:27,SFA App,BATCH_20260313_001,
T400171,2025-06-01,E100367,P200562,1151,"9,77,404.13",INR,E100352,Approved,2025-09-10 13:34:09,2025-03-12 08:13:05,CRM,BATCH_20260313_003,
T400172,2025-06-01,E100154,P200365,1076,"24,72,696.21",INR,E100213,Approved,2025-08-06 03:17:07,2025-03-07 10:29:01,SFA App,BATCH_20260313_002,
T400173,2026-02-01,E100472,P200511,1319,"42,06,695.96",INR,E100193,Pending,2025-04-03 08:57:45,2026-02-23 10:19:47,SFA App,BATCH_20260313_002,Manual upload
T400174,2025-04-01,E100073,P200106,1769,"10,02,983.47",INR,E100543,Pending,2025-02-16 03:43:02,2025-03-08 09:10:24,Legacy ERP,BATCH_20260313_002,Manual upload
T400175,2025-05-01,E100239,P200586,925,"22,34,041.38",INR,E100013,Approved,2024-11-08 06:54:22,2025-10-12 21:22:32,SFA App,BATCH_20260313_001,Manual upload
T400176,01-12-2025,E100197,P200192,1694,"36,81,171.76",INR,E100160,Approved,2025-02-03 03:47:00,2025-03-30 07:35:49,SFA App,BATCH_20260313_001,
T400177,2025-07-01,E100504,P200256,898,"37,78,128.47",INR,E100509,Approved,2025-09-29 19:52:20,2025-10-24 22:39:00,SAP,BATCH_20260313_003,Manual upload
T400178,2026-02-01,E100683,P200646,597,"6,29,944.09",INR,E100148,Approved,2025-04-20 00:11:04,2025-02-09 03:56:59,SFA App,BATCH_20260313_001,
T400179,2025-09-01,E100005,P200042,336,"2,92,391.75",INR,E100172,Approved,2025-08-28 07:36:45,2025-07-03 12:49:03,SAP,BATCH_20260313_002,Manual upload
T400180,2026-02-01,E100395,P200073,965,"5,74,261.40",INR,E100553,Approved,2025-12-20 14:52:22,2025-10-17 19:46:06,SAP,BATCH_20260313_002,Revised
T400181,01/01/2026,E100585,P200046,853,"16,46,902.01",INR,E100518,Approved,2025-11-03 13:49:02,2025-04-04 14:58:12,SAP,BATCH_20260313_002,
T400182,2025-01-01,E100247,P200357,364,"11,37,187.10",INR,E100207,Approved,2025-06-26 01:59:44,2025-12-22 21:22:09,Legacy ERP,BATCH_20260313_001,Manual upload
T400183,2026-01-01,E100628,P200264,1619,"46,78,646.33",INR,E100428,Approved,2025-05-23 20:59:42,2026-01-10 22:16:26,SAP,BATCH_20260313_002,Revised
T400184,2025-05-01,E999999,P200518,67,"10,496.96",INR,E100114,Approved,2026-02-25 14:16:12,2025-08-18 16:17:31,SAP,BATCH_20260313_001,Manual upload
T400185,01/01/2026,E100249,P200520,415,"3,82,592.49",INR,E100706,Approved,2025-02-23 07:30:27,2026-02-04 05:41:46,CRM,BATCH_20260313_001,Revised
T400186,01/01/2025,E100278,P200338,286,"4,55,603.20",INR,E100434,Rejected,2025-06-12 02:02:44,2025-11-30 01:02:01,Legacy ERP,BATCH_20260313_003,
T400187,2026-03-01,E100127,P200543,830,"6,63,203.66",INR,E100643,Approved,2025-02-14 09:32:42,2025-10-23 02:18:03,CRM,BATCH_20260313_002,Manual upload
T400188,2025-06-01,E100233,P200089,1482,"23,95,766.27",INR,E100519,Approved,2025-07-14 10:29:21,2025-02-20 22:13:07,CRM,BATCH_20260313_003,Revised
T400189,2025-01-01,E100200,P200503,1412,"47,43,779.61",INR,E100658,Approved,2024-12-24 21:12:40,2025-10-05 02:15:32,Legacy ERP,BATCH_20260313_003,Carry forward
T400190,01/05/2025,E100113,P200563,412,"11,54,972.66",INR,E100468,Approved,2025-06-29 14:15:14,2026-03-07 15:42:02,SAP,BATCH_20260313_001,Manual upload
T400191,2025-07-01,E100373,P200198,140,"2,25,304.47",INR,E100191,Approved,2025-02-28 02:40:02,2025-10-01 04:56:24,CRM,BATCH_20260313_003,Manual upload
T400192,2025-07-01,E100483,P200322,1789,"62,68,080.86",INR,E100001,Approved,2024-11-12 09:07:32,2025-08-11 19:52:24,SAP,BATCH_20260313_003,Carry forward
T400193,2026-02-01,E100396,P200413,1771,"9,27,043.98",INR,E100595,Approved,2024-12-15 22:01:30,2025-06-10 16:27:19,CRM,BATCH_20260313_002,Revised
T400194,01/08/2025,E100023,P200600,708,"7,55,151.90",INR,E100596,Pending,2026-02-27 04:32:40,2025-10-30 13:37:06,SFA App,BATCH_20260313_001,Manual upload
T400195,2025-07-01,E100330,P200663,1167,"23,21,555.22",INR,E100610,Pending,2026-02-23 08:42:43,2025-03-28 05:01:26,CRM,BATCH_20260313_002,Carry forward
T400196,2025-01-01,E100545,P200247,72,"68,819.30",INR,E100729,Approved,2025-06-24 11:25:40,2025-05-06 08:47:18,SAP,BATCH_20260313_003,
T400197,2025-06-01,E100523,P200531,1776,"19,67,257.78",INR,E100089,Pending,2026-01-01 05:28:46,2025-03-25 14:54:51,SFA App,BATCH_20260313_003,Revised
T400198,2025-08-01,E100298,P200049,1243,"46,88,733.42",INR,E100517,Approved,2025-08-13 02:24:42,2025-08-31 02:57:31,SFA App,BATCH_20260313_003,
T400199,01/04/2025,E100124,P200007,632,"1,71,962.25",INR,E100514,Approved,2025-06-21 08:06:30,2025-11-17 19:04:32,Legacy ERP,BATCH_20260313_003,
T400200,2025-01-01,E100019,P200064,1589,"2,35,011.60",INR,E100708,Approved,2025-11-05 03:17:52,2025-10-08 18:01:16,SAP,BATCH_20260313_001,
T400201,2026-02-01,E100749,P200254,1662,"57,95,295.18",INR,E100575,Pending,2026-01-25 02:37:09,2025-08-27 15:09:17,Legacy ERP,BATCH_20260313_001,Manual upload
T400202,2025-05-01,E100732,P200431,710,"12,41,212.88",INR,E100320,Approved,2025-08-21 03:23:57,2025-12-19 20:34:47,CRM,BATCH_20260313_001,Manual upload
T400203,2026-01-01,E100339,P200636,957,"13,86,018.73",INR,E100609,Approved,2025-07-22 14:47:44,2025-03-02 19:11:44,SAP,BATCH_20260313_003,Revised
T400204,2026-03-01,E100231,P200535,318,"12,10,070.64",INR,E100551,Approved,2025-12-04 18:24:34,2025-02-06 04:24:25,SFA App,BATCH_20260313_003,
T400205,2026-02-01,E100397,P200588,1210,"47,62,067.34",INR,E100695,Approved,2026-01-04 16:51:40,2025-08-06 22:50:24,Legacy ERP,BATCH_20260313_002,Carry forward
T400206,2025-06-01,E100555,P200435,1770,"48,13,277.22",INR,E100479,Approved,2025-07-05 06:44:42,2026-02-10 20:32:01,SAP,BATCH_20260313_002,Carry forward
T400207,2025-09-01,E100035,P200422,322,"2,99,223.52",INR,E100232,Approved,2025-03-23 14:49:18,2025-12-20 02:59:42,CRM,BATCH_20260313_002,Manual upload
T400208,01-07-2025,E100579,P200513,1721,"27,07,501.20",INR,E100379,Approved,2025-05-26 00:47:47,2026-01-22 11:09:05,SFA App,BATCH_20260313_001,Revised
T400209,2025-04-01,E100070,P200255,56,"1,62,444.45",INR,E100173,Approved,2025-07-19 16:56:00,2025-03-26 22:49:43,CRM,BATCH_20260313_003,Carry forward
T400210,2025/07/01,E100344,P200512,1316,"45,06,201.48",INR,E100705,Approved,2025-09-03 23:37:46,2025-02-05 22:43:38,SAP,BATCH_20260313_002,Revised
T400211,2025-11-01,E100195,P200679,220,"3,53,851.12",INR,E100082,Approved,2025-07-10 09:57:54,2025-08-21 00:40:34,Legacy ERP,BATCH_20260313_003,Manual upload
T400212,2025-02-01,E100503,P200128,1490,"30,15,935.04",INR,E100326,Pending,2025-05-13 07:16:12,2025-08-05 11:53:50,SAP,BATCH_20260313_003,Carry forward
T400213,2026-03-01,E100108,P200428,339,"9,72,807.95",INR,E100184,Approved,2025-07-17 19:24:10,2025-10-14 21:31:03,SAP,BATCH_20260313_003,Revised
T400214,2025-06-01,E100148,P200104,1797,"33,06,035.59",INR,E100080,Approved,2024-12-31 14:07:00,2025-05-18 10:45:39,CRM,BATCH_20260313_003,
T400215,2026-03-01,E100491,P200081,1106,,INR,E100178,Approved,2024-12-24 17:37:41,2025-07-23 01:20:02,CRM,BATCH_20260313_002,Manual upload
T400216,01/02/2025,E100113,P200650,1020,"11,54,247.81",INR,E100092,Approved,2026-01-02 11:23:19,2025-06-17 02:51:11,CRM,BATCH_20260313_001,Carry forward
T400217,2025-02-01,E100375,P200602,899,"32,26,200.25",INR,E100676,Approved,2025-02-08 00:44:12,2025-07-15 06:14:32,SFA App,BATCH_20260313_003,Carry forward
T400218,2025-06-01,E100525,P200410,89,"28,561.03",INR,E100327,Pending,2024-11-01 02:36:05,2025-07-31 11:14:25,Legacy ERP,BATCH_20260313_002,
T400219,2025-07-01,E100405,P200667,1306,"25,69,363.20",INR,E100523,Approved,2025-12-26 06:16:04,2025-06-08 10:09:17,Legacy ERP,BATCH_20260313_003,Manual upload
T400220,2025-02-01,E100284,P200598,1453,"53,85,868.91",INR,E100689,Approved,2025-04-29 23:48:04,2026-03-03 16:17:02,SFA App,BATCH_20260313_001,Revised
T400221,01-11-2025,E100620,P200264,1548,"28,88,265.96",INR,E100052,Approved,2025-09-13 20:37:06,2025-03-30 13:49:57,Legacy ERP,BATCH_20260313_001,Carry forward
T400222,2025-12-01,E100487,P200027,1299,,INR,E100051,Pending,2024-12-19 12:54:13,2025-05-03 18:43:47,CRM,BATCH_20260313_003,Revised
T400223,2025/06/01,E100403,P200131,1243,"55,75,602.75",INR,E100124,Approved,2025-10-22 19:10:45,2025-05-31 18:47:06,CRM,BATCH_20260313_003,Revised
T400224,2025-07-01,E100003,P200028,404,"15,87,587.19",INR,E100676,Approved,2025-03-18 11:07:26,2025-09-10 18:05:31,SFA App,BATCH_20260313_002,
T400225,2025-07-01,E100703,P200587,66,"1,48,646.91",INR,E100154,Approved,2026-02-28 22:20:36,2025-03-04 07:46:13,Legacy ERP,BATCH_20260313_001,
T400226,2025-06-01,E100385,P200254,934,"7,66,490.44",INR,E100740,Approved,2025-05-01 22:53:40,2025-01-12 08:45:59,SAP,BATCH_20260313_003,Carry forward
T400227,01/01/2026,E100108,P200273,964,"29,11,148.42",INR,E100629,Approved,2024-12-10 17:41:08,2025-05-29 09:24:35,CRM,BATCH_20260313_001,Manual upload
T400228,2025-03-01,E100202,P200385,1274,"28,51,056.86",INR,E100664,Pending,2026-01-31 21:40:41,2025-08-13 07:09:45,CRM,BATCH_20260313_001,Revised
T400229,2025-03-01,E100143,P200259,936,"9,02,103.67",INR,E100528,Approved,2025-01-21 10:16:06,2025-05-31 10:08:59,SFA App,BATCH_20260313_003,Carry forward
T400230,2025-10-01,E100492,P200356,65,"84,933.09",INR,E100322,Approved,2025-03-18 02:00:22,2025-08-23 18:19:42,SAP,BATCH_20260313_002,Carry forward
T400231,2025-04-01,E100189,P200359,411,"10,84,751.40",INR,E100683,Approved,2025-02-27 08:46:23,2025-03-02 18:37:23,Legacy ERP,BATCH_20260313_001,Manual upload
T400232,2026/03/01,E100498,P200326,1707,"21,27,195.00",INR,E100689,Approved,2026-02-10 13:27:11,2025-06-27 22:00:06,SFA App,BATCH_20260313_001,Revised
T400233,2025-04-01,E100027,P200308,1400,"52,65,021.75",INR,E100295,Approved,2025-07-02 05:18:33,2025-05-09 18:08:27,SAP,BATCH_20260313_002,Revised
T400234,2025-01-01,E100535,P200244,710,"24,15,083.55",INR,E100577,Pending,2025-07-19 05:01:46,2025-08-31 20:32:54,SAP,BATCH_20260313_003,Revised
T400235,2025-10-01,E100177,P200037,,"11,36,805.51",INR,E100612,Approved,2025-01-13 06:40:22,2025-12-14 08:31:36,SAP,BATCH_20260313_001,
T400236,2025-08-01,E100281,P200161,1644,,INR,E100325,Approved,2024-11-08 21:58:10,2025-03-28 15:38:35,CRM,BATCH_20260313_002,Manual upload
T400237,2026-02-01,E100589,P200585,1099,"44,60,983.50",INR,E100393,Approved,2026-02-19 06:10:27,2026-02-09 01:14:11,CRM,BATCH_20260313_002,
T400238,2026-02-01,E100568,P200005,,"29,59,402.24",INR,E100550,Approved,2024-12-25 11:03:57,2025-07-14 17:20:09,Legacy ERP,BATCH_20260313_002,
T400239,2026-03-01,E100522,P200523,1201,"43,22,639.75",INR,E100053,Approved,2024-12-30 11:05:49,2025-04-06 04:41:55,SFA App,BATCH_20260313_002,
T400240,2025-10-01,E100023,P200587,1326,"43,17,868.60",INR,E100114,Approved,2025-06-15 03:23:37,2025-02-01 07:25:18,SFA App,BATCH_20260313_001,Manual upload
T400241,2025-10-01,E100130,P200353,1428,"51,74,678.17",INR,E100621,Approved,2025-07-18 08:33:44,2025-04-15 08:48:14,CRM,BATCH_20260313_003,Manual upload
T400242,2025-07-01,E100557,P200677,1337,"30,04,043.52",INR,E100191,Approved,2025-11-10 18:44:48,2025-06-23 21:39:59,Legacy ERP,BATCH_20260313_002,
T400243,2025-08-01,E100599,P200310,1425,"55,90,787.11",INR,E100619,Approved,2025-11-15 20:45:47,2025-01-25 07:23:12,CRM,BATCH_20260313_002,Revised
T400244,2025-03-01,E100360,P200640,284,,INR,E100349,Approved,2024-12-15 11:20:34,2026-01-05 17:41:27,SFA App,BATCH_20260313_001,
T400245,2025-05-01,E100679,P200665,1415,"14,96,947.02",INR,E100314,Approved,2026-02-05 03:07:54,2025-12-23 16:48:32,Legacy ERP,BATCH_20260313_003,Carry forward
T400246,2025-10-01,E100616,P200118,352,"11,56,467.44",INR,E100491,Approved,2025-05-21 20:24:27,2025-06-06 17:07:17,CRM,BATCH_20260313_001,Revised
T400247,2025-01-01,E100465,P200271,1615,"54,43,453.45",INR,E100121,Pending,2024-11-03 13:15:35,2025-03-26 05:17:53,Legacy ERP,BATCH_20260313_001,Revised
T400248,2026-01-01,E100396,P200356,593,"25,77,619.64",INR,E100530,Approved,2025-10-03 16:07:41,2025-10-24 15:32:41,Legacy ERP,BATCH_20260313_002,
T400249,2025-02-01,E100464,P200613,759,"10,16,827.89",INR,E100042,Pending,2026-02-03 06:17:23,2025-11-05 22:16:34,CRM,BATCH_20260313_001,Carry forward
T400250,2025-01-01,E100636,P200280,1124,,INR,E100604,Approved,2025-09-10 17:05:38,2025-10-02 22:13:12,CRM,BATCH_20260313_001,Manual upload
T400251,2026-01-01,E100485,P200604,,"7,09,577.39",INR,E100721,Approved,2024-11-25 14:22:00,2025-06-22 18:52:36,SAP,BATCH_20260313_003,Manual upload
T400252,2025-09-01,E100287,P200022,286,"98,958.91",INR,E100643,Approved,2024-12-21 00:51:51,2025-06-16 19:10:53,SAP,BATCH_20260313_003,Manual upload
T400253,2025-12-01,E100339,P200221,1071,"14,55,189.92",INR,E100203,Approved,2024-12-14 16:23:55,2026-03-08 23:27:24,Legacy ERP,BATCH_20260313_002,Revised
T400254,2025-09-01,E100264,P200474,267,"9,57,268.62",INR,E100327,Approved,2025-06-29 20:59:51,2025-11-19 23:35:55,SFA App,BATCH_20260313_003,Revised
T400255,2025-02-01,E100182,P200061,1275,"27,18,850.64",INR,E100541,Approved,2025-11-14 13:08:15,2026-01-03 05:20:21,SAP,BATCH_20260313_001,
T400256,2025-08-01,E100171,P200451,907,,INR,E100518,Pending,2025-04-09 04:16:24,2025-08-28 13:50:44,SAP,BATCH_20260313_001,Carry forward
T400257,2026-01-01,E100679,P200143,756,"20,93,012.60",INR,E100349,Approved,2026-01-22 11:34:19,2026-02-13 14:36:42,Legacy ERP,BATCH_20260313_001,Manual upload
T400258,2025-10-01,E100067,P200261,1798,"73,12,014.48",INR,E100273,Approved,2026-01-24 18:01:21,2025-06-05 20:19:19,SFA App,BATCH_20260313_001,Carry forward
T400259,2025-07-01,E100150,P200113,765,"8,93,552.97",INR,E100225,Approved,2026-01-28 21:03:29,2025-07-26 12:47:25,SFA App,BATCH_20260313_002,Revised
T400260,2025-05-01,E100265,P200660,422,"60,070.60",INR,E100331,Approved,2025-08-31 15:00:25,2025-06-27 17:04:06,CRM,BATCH_20260313_002,Carry forward
T400261,2025-08-01,E100061,P200485,1177,"13,10,384.67",INR,E100434,Approved,2024-11-25 03:36:08,2025-03-16 14:07:48,SFA App,BATCH_20260313_002,Revised
T400262,2025-11-01,E100214,P200622,,"8,61,388.87",INR,E100649,Pending,2025-01-28 13:21:21,2025-09-16 02:53:57,CRM,BATCH_20260313_001,Manual upload
T400263,2025-06-01,E100102,P200195,1392,"49,97,691.55",INR,E100006,Approved,2026-01-05 17:08:13,2025-04-14 20:49:54,CRM,BATCH_20260313_003,
T400264,2025-06-01,E100054,P200171,1450,"15,43,649.21",INR,E100486,Approved,2024-11-09 14:06:34,2026-01-30 22:50:23,CRM,BATCH_20260313_001,
T400265,2025-07-01,E100081,P200349,654,"20,67,332.08",INR,E100393,Approved,2025-06-24 10:12:43,2025-02-24 16:16:34,CRM,BATCH_20260313_001,Manual upload
T400266,2025-03-01,E100297,P200577,276,"4,42,491.41",INR,E100262,Approved,2025-07-25 14:48:04,2025-07-13 12:12:41,CRM,BATCH_20260313_003,
T400267,2025-03-01,E100215,P200136,246,"4,91,624.19",INR,E100481,Approved,2025-07-21 04:55:05,2026-03-02 22:52:57,Legacy ERP,BATCH_20260313_002,Manual upload
T400268,2025-02-01,E100272,P200040,324,"13,83,418.38",INR,E100563,Approved,2026-01-29 22:12:18,2025-01-08 20:04:30,SAP,BATCH_20260313_003,Carry forward
T400269,2025-11-01,E100275,P200351,798,"31,77,539.49",INR,E100733,Approved,2025-04-26 06:26:28,2026-03-03 03:06:31,SAP,BATCH_20260313_003,Revised
T400270,2025-05-01,E100046,P200234,801,"25,06,844.94",INR,E100459,Approved,2025-04-26 19:46:11,2025-04-17 00:03:59,CRM,BATCH_20260313_001,Carry forward
T400271,2025-04-01,E100184,P200133,971,"4,70,644.39",INR,E100682,Approved,2025-11-12 22:22:58,2025-02-13 19:39:39,SFA App,BATCH_20260313_003,Revised
T400272,2025-02-01,E100069,P200068,698,"4,67,663.61",INR,E100009,Pending,2025-09-12 21:37:13,2026-01-07 01:26:51,SFA App,BATCH_20260313_002,Carry forward
T400273,2025-11-01,E100130,P200049,1512,"47,88,404.33",INR,E100715,Pending,2025-03-06 02:02:04,2025-01-21 19:55:07,SAP,BATCH_20260313_003,Carry forward
T400274,2025-01-01,E100404,P200037,1730,"26,73,588.78",INR,E100399,Pending,2025-08-01 12:45:22,2025-02-15 00:12:35,Legacy ERP,BATCH_20260313_001,Manual upload
T400275,2025-03-01,E100707,P200649,327,"6,90,112.91",INR,E100190,Approved,2024-11-05 05:21:50,2025-04-20 05:19:17,SAP,BATCH_20260313_002,Manual upload
T400276,2025-06-01,E100617,P200447,997,"21,64,665.05",INR,E100615,Pending,2025-08-11 18:06:16,2025-08-05 07:48:04,CRM,BATCH_20260313_003,Carry forward
T400277,2025-05-01,E100353,P200243,978,"12,09,228.70",INR,E100080,Approved,2025-11-08 16:16:43,2026-02-17 14:34:43,SAP,BATCH_20260313_003,Revised
T400278,2025-04-01,E100150,P200168,1366,"44,18,215.87",INR,E100288,Approved,2025-12-17 21:50:19,2025-10-02 09:33:22,SFA App,BATCH_20260313_003,Carry forward
T400279,02/01/2025,E100311,P200337,1482,"18,37,892.89",INR,E100604,Approved,2025-01-07 12:45:03,2025-09-03 02:14:12,SAP,BATCH_20260313_002,Revised
T400280,2025-08-01,E100551,P200133,875,"31,08,951.53",INR,E100219,Approved,2025-04-30 10:16:23,2026-01-14 20:58:09,Legacy ERP,BATCH_20260313_003,
T400281,2025-03-01,E100215,,1767,"76,69,060.90",INR,E100688,Approved,2026-02-27 19:43:29,2025-10-15 00:15:54,CRM,BATCH_20260313_002,Manual upload
T400282,2025-03-01,E999999,P200405,154,"4,98,612.63",INR,E100120,Approved,2024-12-15 21:50:40,2025-10-26 06:35:59,CRM,BATCH_20260313_003,
T400283,2026-03-01,E100526,P200216,1531,"22,91,038.06",INR,E100658,Pending,2025-04-23 00:23:02,2025-07-20 16:07:22,SAP,BATCH_20260313_003,
T400284,2025-03-01,E100274,P200425,993,"43,33,250.46",INR,E100166,Approved,2026-02-22 22:48:25,2025-03-24 21:29:56,CRM,BATCH_20260313_002,Revised
T400285,2026-03-01,E100521,P200127,674,"8,55,680.11",INR,E100087,Approved,2026-01-14 08:37:38,2025-08-20 10:13:41,SAP,BATCH_20260313_001,Carry forward
T400286,2025-12-01,E100268,P200395,485,"5,62,103.00",INR,E100004,Approved,2025-10-02 04:08:04,2025-11-12 21:51:33,Legacy ERP,BATCH_20260313_003,
T400287,2025-03-01,E100212,P200081,159,"6,87,135.95",INR,E100536,Approved,2025-02-28 00:36:44,2025-03-19 20:59:11,CRM,BATCH_20260313_003,
T400288,2026-03-01,E100170,P200317,191,"6,98,602.31",INR,E100048,Pending,2026-02-12 21:25:55,2025-09-29 06:44:35,CRM,BATCH_20260313_003,Revised
T400289,2025-08-01,E100390,P200419,642,"2,22,654.47",INR,E100684,Approved,2025-02-22 10:44:54,2025-05-31 18:42:26,CRM,BATCH_20260313_002,Carry forward
T400290,2025-12-01,E100610,P200019,286,"2,01,273.02",INR,E100123,Approved,2025-02-22 08:43:12,2025-08-10 23:16:24,SFA App,BATCH_20260313_003,Revised
T400291,2025-07-01,E100480,P200064,1023,,INR,E100649,Approved,2025-07-22 05:11:07,2025-02-07 19:46:16,Legacy ERP,BATCH_20260313_003,Manual upload
T400292,2026-03-01,E100187,P200020,760,"13,20,429.05",INR,E100645,Approved,2026-02-08 17:53:20,2026-02-28 11:20:00,CRM,BATCH_20260313_002,Carry forward
T400293,2025-06-01,E100379,P200015,1120,"41,31,087.49",INR,E100577,Approved,2025-12-06 18:36:12,2025-10-24 04:50:46,SFA App,BATCH_20260313_002,
T400294,2025-07-01,E100102,P200032,1345,"41,40,662.18",INR,E100546,Approved,2025-04-09 23:12:02,2025-06-10 05:42:13,SFA App,BATCH_20260313_001,Carry forward
T400295,2026-02-01,E100099,P200443,1662,"69,85,317.01",INR,E100167,Approved,2025-03-14 22:08:57,2025-01-15 01:55:42,Legacy ERP,BATCH_20260313_001,Revised
T400296,2025-05-01,E100670,P200636,1696,"60,31,251.33",INR,E100235,Approved,2025-06-15 15:46:35,2025-09-20 02:03:59,Legacy ERP,BATCH_20260313_003,Carry forward
T400297,2025-06-01,E100603,P200103,1631,"44,38,377.64",INR,E100306,Approved,2025-06-17 16:18:40,2025-01-23 09:06:49,Legacy ERP,BATCH_20260313_002,
T400298,2025-11-01,E100269,P200007,1099,"42,63,192.44",INR,E100594,Approved,2026-01-08 02:20:44,2025-07-25 19:37:53,CRM,BATCH_20260313_001,
T400299,2025-08-01,E100666,P200205,1344,"46,69,228.46",INR,E100695,Approved,2025-10-24 15:54:25,2025-12-20 07:14:00,Legacy ERP,BATCH_20260313_002,
T400300,2026-03-01,E100315,P200105,693,"20,60,124.93",INR,E100517,Approved,2025-06-28 12:31:52,2026-03-07 14:17:06,SFA App,BATCH_20260313_002,Revised
T400301,2026-03-01,E100459,P200287,885,"29,45,841.02",INR,E100432,Approved,2025-06-15 03:24:18,2025-05-02 12:04:41,SAP,BATCH_20260313_001,Manual upload
T400302,2025-10-01,E100534,P200378,1710,"29,44,871.16",INR,E100122,Approved,2025-07-11 09:31:35,2025-03-25 10:26:40,CRM,BATCH_20260313_002,Revised
T400303,01-02-2025,E100179,P200333,70,"43,519.79",INR,E100574,Approved,2025-10-22 03:50:17,2025-10-20 21:49:04,Legacy ERP,BATCH_20260313_001,
T400304,01/12/2025,E100088,P200092,314,"88,193.56",INR,E100722,Approved,2025-04-10 21:30:36,2025-08-12 03:37:55,Legacy ERP,BATCH_20260313_001,Revised
T400305,2025-03-01,E100516,P200058,1563,"5,93,007.87",INR,E100271,Pending,2025-07-03 23:00:32,2025-01-13 23:31:02,CRM,BATCH_20260313_002,Carry forward
T400306,2025-12-01,E100463,P200276,445,"8,41,481.41",INR,E100320,Approved,2024-12-02 05:24:39,2025-02-25 20:20:52,Legacy ERP,BATCH_20260313_002,Manual upload
T400307,01 Nov 2025,E100450,P200622,319,"13,25,305.08",INR,E100136,Approved,2025-12-02 07:44:07,2026-01-04 16:41:28,SAP,BATCH_20260313_003,Manual upload
T400308,2025-04-01,E100713,P200247,1745,"76,51,884.51",INR,E100454,Pending,2026-01-22 01:35:11,2025-10-19 20:01:44,CRM,BATCH_20260313_003,Carry forward
T400309,2025-09-01,E100401,P200610,144,"6,20,233.48",INR,E100159,Approved,2025-02-11 13:44:08,2025-12-04 12:35:58,Legacy ERP,BATCH_20260313_003,Carry forward
T400310,2026-01-01,E100113,P200301,987,"26,94,156.57",INR,E100243,Pending,2025-09-21 19:10:25,2025-11-23 00:53:48,SFA App,BATCH_20260313_001,Revised
T400311,01 Mar 2025,E100258,P200530,73,"3,14,949.46",INR,E100553,Approved,2025-09-23 15:46:50,2025-10-10 04:40:17,SFA App,BATCH_20260313_002,Carry forward
T400312,2025-10-01,E100210,P200005,351,"2,59,606.24",INR,E100107,Approved,2024-11-11 06:50:20,2026-02-24 17:52:13,CRM,BATCH_20260313_003,Revised
T400313,2025-08-01,E100236,P200171,344,"3,70,391.25",INR,E100404,Pending,2025-07-23 06:35:33,2025-11-26 21:05:16,Legacy ERP,BATCH_20260313_003,Revised
T400314,2025/04/01,E100691,P200169,1454,"62,57,429.03",INR,E100407,Approved,2025-08-26 18:28:05,2025-01-24 16:45:06,SFA App,BATCH_20260313_001,Revised
T400315,2025-11-01,E100115,P200246,514,"10,54,589.54",INR,E100184,Approved,2025-03-14 11:42:22,2026-02-27 09:16:28,CRM,BATCH_20260313_001,Manual upload
T400316,2026-02-01,E100029,P200053,590,"26,30,306.82",INR,E100508,Approved,2025-12-01 08:10:58,2025-03-31 21:21:39,SFA App,BATCH_20260313_001,
