product_id,product_code,product_name,generic_name,division,therapeutic_area,dosage_form,strength,pack_size,mrp,launch_date,manufacturing_site,is_cold_chain,tax_percent,status,created_at,updated_at,source_system,batch_id,ad_hoc_attribute
P200109,PRD5109,InfecCure DS,Metformin,Anti-Infective,Infectious Disease,Injection,100 mg,100 ml,"8,481.65",2023-10-25,Goa,Y,5,Active,2025-11-21 20:12:44,2025-08-25 02:01:15,SAP,BATCH_20260313_002,Legacy SKU
P200110,PRD5110,InfecCure Plus,Atorvastatin,Anti-Infective,Infectious Disease,Tablet,10 mg,10 ml,"6,060.80",2020-07-29,Goa,Y,18,Discontinued,2025-03-02 23:17:36,2025-04-17 03:08:07,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200111,PRD5111,NeuroCalm OD,Gabapentin,Neuro,Neurology,Suspension,500 mg,5 vials,"5,713.79",2018-11-26,Hyderabad,N,18,Active,2025-04-10 06:58:52,2025-04-08 19:06:29,CRM,BATCH_20260313_003,Imported
P200112,PRD5112,NeuroCalm OD,Metformin,Neuro,Neurology,Inhaler,5 mg,1x15,"6,340.12",2022-11-05,Ahmedabad,N,18,Active,2025-04-19 14:43:01,2025-07-30 21:56:35,CRM,BATCH_20260313_001,Promo Pack
P200113,PRD5113,PulmoAir Plus,Metformin,Respiratory,Pulmonology,Capsule,100 mg,1x10,"7,627.77",09/05/2012,Vizag,Y,18,Active,2023-03-11 02:12:14,2025-04-29 08:17:13,SFA App,BATCH_20260313_003,Special Tender
P200114,PRD5114,InfecCure DS,Metformin,Anti-Infective,Infectious Disease,Syrup,250 mg,5 vials,"5,568.66",2025-05-18,Pune,Y,18,Active,2023-05-26 13:31:38,2025-04-21 01:04:16,SAP,BATCH_20260313_001,Special Tender
P200115,PRD5115,CardioZen,Metformin,Cardio,Cardiology,Suspension,20 mg,,"8,363.77",2025-12-07,Hyderabad,Y,5,Active,2025-05-04 13:59:07,2025-07-26 17:02:47,SAP,BATCH_20260313_003,Imported
P200116,PRD5116,CardioZen DS,Budesonide,Cardio,Cardiology,Syrup,10 mg,1x30,"7,327.35",2012-09-26,Goa,N,5,Under Review,2024-03-05 10:12:04,2025-08-06 01:44:30,SAP,BATCH_20260313_002,Imported
P200117,PRD5117,GLUCOFree od,Metformin,Diabetes,Endocrinology,Suspension,10 mg,60 ml,892.25,2011-04-27,Hyderabad,Y,18,Active,2024-09-25 00:08:19,2025-08-26 21:55:00,CRM,BATCH_20260313_003,Imported
P200118,PRD5118,GlucoFree Plus,Azithromycin,Diabetes,Endocrinology,Suspension,20 mg,1x10,"3,154.30",2012-12-21,Vizag,Y,18,Active,2025-06-12 15:54:32,2025-07-08 15:24:18,SFA App,BATCH_20260313_001,Imported
P200119,PRD5119,GlucoFree Plus,Azithromycin,Diabetes,Endocrinology,Syrup,10 mg,60 ml,"1,135.30",2010-11-04,Baddi,N,5,Active,2023-11-07 03:22:18,2025-01-25 02:45:15,SAP,BATCH_20260313_002,Legacy SKU
P200120,PRD5120,DermaSoft MR,Pembrolizumab,Dermatology,Dermatology,Injection,5 mg,10 ml,"5,416.84",2024-11-18,Pune,Y,12,Active,2025-10-14 23:19:57,2025-02-08 00:08:40,Legacy ERP,BATCH_20260313_002,Special Tender
P200121,PRD5121,GlucoFree MR,Gabapentin,Diabetes,Endocrinology,Ointment,250 mg,10 ml,"8,965.80",2022-03-05,Goa,N,18,Active,2024-03-28 01:01:23,2025-02-24 18:40:44,Legacy ERP,BATCH_20260313_002,Special Tender
P200122,PRD5122,DermaSoft DS,Gabapentin,Dermatology,Dermatology,Capsule,250 mg,10 ml,"1,851.39",2018-03-15,Baddi,N,5,Active,2023-09-30 20:23:25,2025-07-07 00:16:24,SAP,BATCH_20260313_002,
P200123,PRD5123,CardioZen,Budesonide,Cardio,Cardiology,Tablet,5 mg,1x30,"3,752.01",2016-02-27,Ahmedabad,Y,12,Active,2025-11-14 14:49:51,2025-02-22 00:00:40,SFA App,BATCH_20260313_002,Imported
P200124,PRD5124,CardioZen Plus,Pembrolizumab,Cardio,Cardiology,Tablet,250 mg,1x30,"1,697.15",2020-11-24,Baddi,Y,12,Discontinued,2023-11-27 04:14:09,2025-10-10 04:11:11,CRM,BATCH_20260313_002,
P200125,PRD5125,NeuroCalm DS,Gabapentin,Neuro,Neurology,Tablet,50 mg,,949.70,2021-10-19,Goa,N,12,Active,2023-08-26 07:23:56,2026-02-05 03:45:07,CRM,BATCH_20260313_002,
P200126,PRD5126,DermaSoft OD,Pembrolizumab,Dermatology,Dermatology,Suspension,10 mg,,"9,158.56",2013-04-07,Vizag,N,12,Active,2023-03-25 19:48:29,2025-09-26 07:01:08,SAP,BATCH_20260313_001,
P200127,PRD5127,NeuroCalm Forte,Budesonide,Neuro,Neurology,Syrup,5 mg,60 ml,"3,309.24",2025-12-23,Goa,Y,18,Active,2025-08-19 17:26:51,2025-08-21 09:46:56,CRM,BATCH_20260313_003,
P200128,PRD5128,OncoRelief MR,Budesonide,Oncology,Oncology,Tablet,5 mg,100 ml,"7,457.67",2025-02-13,Goa,Y,18,Under Review,2025-08-09 17:37:49,2025-03-01 21:09:06,CRM,BATCH_20260313_003,Imported
P200129,PRD5129,InfecCure,Atorvastatin,Anti-Infective,Infectious Disease,Syrup,20 mg,1x15,"5,462.75",2019-01-11,Ahmedabad,N,18,Active,2023-02-12 17:48:17,2025-04-06 18:57:47,SAP,BATCH_20260313_002,Imported
P200130,PRD5130,GastroEase Plus,Pembrolizumab,Gastro,Gastroenterology,Ointment,100 mg,100 ml,"5,371.29",2025-06-19,Vizag,Y,12,Active,2025-07-30 07:14:28,2026-01-23 08:23:28,SAP,BATCH_20260313_001,Special Tender
P200131,PRD5131,DermaSoft OD,Pantoprazole,Dermatology,Dermatology,Inhaler,10 mg,10 ml,"2,975.14",2012-02-03,Baddi,Y,12,Active,2023-02-11 16:17:12,2025-09-03 23:25:39,CRM,BATCH_20260313_003,Imported
P200132,PRD5132,GastroEase Forte,Azithromycin,Gastro,Gastroenterology,Suspension,20 mg,1x30,"3,213.08",2020-04-24,Baddi,N,18,Active,2023-10-16 08:11:13,2025-06-04 16:00:49,SAP,BATCH_20260313_002,
P200133,PRD5133,InfecCure Forte,Clobetasol,Anti-Infective,Infectious Disease,Capsule,250 mg,1x15,"3,950.53",2012/06/25,Pune,N,12,Active,2023-02-28 12:11:53,2025-09-13 18:51:24,SAP,BATCH_20260313_001,Promo Pack
P200134,PRD5134,OncoRelief Plus,Budesonide,Oncology,Oncology,Capsule,20 mg,10 ml,"6,129.81",2015-05-14,Goa,N,12,Active,2024-03-31 02:20:40,2025-10-03 04:33:24,CRM,BATCH_20260313_001,Promo Pack
P200135,PRD5135,CardioZen MR,Metformin,Cardio,Cardiology,Injection,500 mg,1x15,"4,804.08",2019-10-05,Goa,Y,5,Active,2023-06-28 13:29:34,2026-01-29 05:57:07,Legacy ERP,BATCH_20260313_003,Legacy SKU
P200136,PRD5136,OncoRelief MR,Atorvastatin,Oncology,Oncology,Injection,50 mg,10 ml,"1,282.41",2014-09-16,Baddi,Y,5,Active,2023-11-18 16:02:19,2025-09-30 11:00:11,CRM,BATCH_20260313_001,Special Tender
P200137,PRD5137,GlucoFree Plus,Budesonide,Diabetes,Endocrinology,Capsule,250 mg,60 ml,"2,257.92",2012-05-20,Baddi,Y,5,Active,2023-02-14 05:45:37,2025-11-28 10:27:06,SFA App,BATCH_20260313_001,Legacy SKU
P200138,PRD5138,DermaSoft,Azithromycin,Dermatology,Dermatology,Tablet,50 mg,100 ml,"3,657.81",2025-03-09,Pune,Y,18,Active,2023-10-20 07:00:18,2026-02-11 11:46:51,CRM,BATCH_20260313_001,Legacy SKU
P200139,PRD5139,GlucoFree,Metformin,Diabetes,Endocrinology,Syrup,50 mg,100 ml,"2,884.78",2020-07-06,Hyderabad,N,5,Active,2023-08-31 19:18:48,2025-06-30 06:43:39,SAP,BATCH_20260313_001,Special Tender
P200140,PRD5140,InfecCure,Clobetasol,Anti-Infective,Infectious Disease,Capsule,50 mg,10 ml,"6,399.65",2019-08-08,Baddi,Y,5,Active,2023-11-24 17:05:52,2025-12-25 20:20:30,SAP,BATCH_20260313_002,
P200141,PRD5141,CardioZen DS,Pantoprazole,Cardio,Cardiology,Injection,10 mg,1x15,"6,709.97",2011-07-22,Ahmedabad,N,18,Active,2024-11-17 07:08:09,2025-04-12 21:31:07,Legacy ERP,BATCH_20260313_003,Legacy SKU
P200142,PRD5142,GlucoFree OD,Gabapentin,Diabetes,Endocrinology,Inhaler,500 mg,1x15,"4,105.10",2024-04-05,Baddi,Y,12,Active,2024-09-30 06:01:02,2025-01-15 23:15:29,Legacy ERP,BATCH_20260313_001,Imported
P200143,PRD5143,oncorelief,Gabapentin,Oncology,Oncology,Injection,500 mg,1x15,"6,503.61",2025-08-22,Ahmedabad,N,18,Active,2025-09-07 17:45:16,2025-02-22 15:42:35,CRM,BATCH_20260313_003,Special Tender
P200144,PRD5144,GastroEase Plus,Pembrolizumab,Gastro,Gastroenterology,Tablet,20 mg,60 ml,"7,682.54",2017-08-24,Baddi,N,12,Active,2025-05-26 12:18:11,2025-08-09 14:55:50,CRM,BATCH_20260313_002,
P200145,PRD5145,OncoRelief Forte,Budesonide,Oncology,Oncology,Suspension,50 mg,1x15,"4,839.73",2017-02-01,Vizag,N,12,Discontinued,2025-03-01 19:30:26,2025-05-14 16:28:32,Legacy ERP,BATCH_20260313_003,Special Tender
P200146,PRD5146,OncoRelief MR,Metformin,Oncology,Oncology,Tablet,10 mg,1x30,"6,177.78",2016-06-17,Ahmedabad,Y,18,Active,2025-02-23 17:59:21,2025-02-26 04:52:43,SAP,BATCH_20260313_002,Legacy SKU
P200147,PRD5147,InfecCure OD,Budesonide,Anti-Infective,Infectious Disease,Inhaler,50 mg,100 ml,258.60,2014-01-09,Hyderabad,N,18,Discontinued,2023-10-11 02:08:36,2025-02-26 09:27:55,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200148,PRD5148,OncoRelief Forte,Atorvastatin,Oncology,Oncology,Syrup,500 mg,1x15,"9,580.03",2021-01-25,Ahmedabad,Y,12,Active,2025-11-30 09:44:41,2025-01-27 14:01:13,CRM,BATCH_20260313_003,Imported
P200149,PRD5149,OncoRelief OD,Pembrolizumab,Oncology,Oncology,Suspension,5 mg,1x30,"4,405.36",2022-06-17,Hyderabad,Y,18,Active,2024-07-06 10:04:45,2025-07-22 15:25:49,SFA App,BATCH_20260313_001,Special Tender
P200150,PRD5150,PulmoAir DS,Pantoprazole,Respiratory,Pulmonology,Capsule,50 mg,,705.50,18-01-2025,Baddi,Y,18,Active,2024-08-21 16:58:17,2025-03-06 12:52:16,CRM,BATCH_20260313_001,Legacy SKU
P200151,PRD5151,GastroEase,Pembrolizumab,Gastro,Gastroenterology,Inhaler,500 mg,10 ml,"4,020.65",2022-12-04,Vizag,Y,18,Active,2023-01-18 10:40:43,2025-05-10 19:58:18,SFA App,BATCH_20260313_003,Legacy SKU
P200152,PRD5152,CardioZen OD,Atorvastatin,Cardio,Cardiology,Tablet,100 mg,1x30,"1,472.33",2016-04-12,Baddi,Y,12,Active,2023-01-02 02:06:57,2025-06-19 09:25:07,SFA App,BATCH_20260313_002,Imported
P200153,PRD5153,CardioZen DS,Atorvastatin,Cardio,Cardiology,Syrup,100 mg,1x10,713.09,2021-10-01,Pune,Y,5,Active,2025-02-27 16:21:04,2025-12-18 06:53:21,CRM,BATCH_20260313_003,
P200154,PRD5154,NeuroCalm DS,Clobetasol,Neuro,Neurology,Syrup,100 mg,100 ml,"1,977.42",2020-09-15,Baddi,Y,12,Active,2024-10-12 12:18:28,2025-02-26 15:53:52,SFA App,BATCH_20260313_003,Promo Pack
P200155,PRD5155,CardioZen Plus,Metformin,Cardio,Cardiology,Injection,5 mg,60 ml,"5,213.37",2013-06-21,Vizag,Y,12,Active,2025-06-11 02:06:23,2025-09-22 12:27:51,SFA App,BATCH_20260313_001,
P200156,PRD5156,InfecCure OD,Budesonide,Anti-Infective,Infectious Disease,Inhaler,500 mg,5 vials,"4,102.54",2019-11-02,Baddi,N,5,Active,2024-02-29 11:12:16,2025-07-02 20:34:04,Legacy ERP,BATCH_20260313_002,Promo Pack
P200157,PRD5157,InfecCure MR,Budesonide,Anti-Infective,Infectious Disease,Capsule,250 mg,1x15,"5,861.98",2018-04-16,Hyderabad,N,5,Active,2023-10-18 03:29:57,2026-02-02 22:30:21,SAP,BATCH_20260313_001,Promo Pack
P200158,PRD5158,NeuroCalm MR,Budesonide,Neuro,Neurology,Tablet,50 mg,10 ml,"7,657.29",2020/11/16,Pune,Y,5,Discontinued,2025-08-04 05:30:48,2025-07-16 13:37:35,CRM,BATCH_20260313_002,Promo Pack
P200159,PRD5159, GlucoFree  ,Pembrolizumab,Diabetes,Endocrinology,Suspension,250 mg,1x30,"9,294.92",2025-12-05,Hyderabad,Y,18,Active,2024-01-26 00:34:58,2025-10-16 15:08:56,SAP,BATCH_20260313_003,Special Tender
P200160,PRD5160,PulmoAir,Azithromycin,Respiratory,Pulmonology,Injection,100 mg,5 vials,"7,368.31",2013-09-29,Baddi,N,5,Active,2025-09-11 20:32:58,2025-07-19 06:00:49,SAP,BATCH_20260313_001,Special Tender
P200161,PRD5161,GlucoFree Plus,Gabapentin,Diabetes,Endocrinology,Capsule,10 mg,1x10,"6,664.71",2013-03-05,Vizag,Y,12,Active,2025-09-17 22:42:28,2025-08-29 03:48:39,SFA App,BATCH_20260313_001,Imported
P200162,PRD5162,InfecCure Forte,Clobetasol,Anti-Infective,Infectious Disease,Suspension,5 mg,10 ml,"7,591.57",2025-12-02,Baddi,N,18,Discontinued,2024-02-03 09:49:17,2025-01-09 00:39:45,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200163,PRD5163,NeuroCalm OD,Budesonide,Neuro,Neurology,Suspension,10 mg,100 ml,"2,008.85",2025-04-20,Hyderabad,Y,18,Active,2024-06-13 07:39:45,2025-01-07 14:01:23,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200164,PRD5164,GastroEase Plus,Metformin,Gastro,Gastroenterology,Tablet,5 mg,5 vials,"3,268.42",2017-07-03,Baddi,Y,5,Active,2023-11-07 13:00:01,2025-09-16 01:08:25,Legacy ERP,BATCH_20260313_003,Imported
P200165,PRD5165,PulmoAir OD,Budesonide,Respiratory,Pulmonology,Capsule,250 mg,1x30,"5,022.02",2017-07-17,Pune,N,5,Active,2023-08-09 09:36:25,2025-08-30 18:05:52,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200166,PRD5166,GastroEase Forte,Pembrolizumab,Gastro,Gastroenterology,Tablet,250 mg,10 ml,943.33,2025-03-23,Ahmedabad,Y,18,Active,2025-01-17 04:49:33,2025-03-14 09:25:34,Legacy ERP,BATCH_20260313_002,Imported
P200167,PRD5167,OncoRelief,Atorvastatin,Oncology,Oncology,Suspension,250 mg,,"8,679.08",2012-11-18,Hyderabad,Y,18,Active,2023-04-12 02:19:42,2026-01-18 12:50:01,Legacy ERP,BATCH_20260313_001,Imported
P200168,PRD5168,CardioZen Forte,Pembrolizumab,Cardio,Cardiology,Injection,100 mg,5 vials,"3,973.32",2024/31/12,Vizag,Y,18,Active,2024-02-10 07:20:57,2025-08-04 20:58:13,SFA App,BATCH_20260313_003,Legacy SKU
P200169,PRD5169,CardioZen Plus,Budesonide,Cardio,Cardiology,Tablet,5 mg,1x10,"5,153.81",2010-11-05,Pune,Y,5,Active,2024-04-17 10:44:17,2025-02-03 10:34:56,CRM,BATCH_20260313_003,
P200170,PRD5170,PulmoAir,Pantoprazole,Respiratory,Pulmonology,Injection,5 mg,1x30,"7,597.93",2014-12-13,Goa,Y,18,Active,2023-06-18 04:08:43,2025-11-22 13:33:04,Legacy ERP,BATCH_20260313_003,Promo Pack
P200171,PRD5171,InfecCure OD,Budesonide,Anti-Infective,Infectious Disease,Tablet,250 mg,1x30,"8,508.32",01/31/2010,Vizag,Y,18,Active,2024-05-15 00:55:39,2025-08-10 15:59:12,SFA App,BATCH_20260313_003,Imported
P200172,PRD5172,NeuroCalm MR,Gabapentin,Neuro,Neurology,Capsule,10 mg,1x10,"5,990.79",2023-02-10,Ahmedabad,N,18,Active,2023-08-01 12:51:31,2025-08-07 15:44:55,SAP,BATCH_20260313_003,Special Tender
P200173,PRD5173,InfecCure DS,Budesonide,Anti-Infective,Infectious Disease,Injection,50 mg,5 vials,"4,285.10",2024-10-05,Vizag,N,5,Active,2025-03-23 20:10:29,2025-07-25 05:37:10,CRM,BATCH_20260313_002,Special Tender
P200174,PRD5174,gastroease,Azithromycin,Gastro,Gastroenterology,Inhaler,50 mg,60 ml,"9,355.85",2021-07-19,Pune,Y,5,Active,2023-01-02 14:18:37,2025-10-26 07:51:20,SAP,BATCH_20260313_001,Promo Pack
P200175,PRD5175,DermaSoft OD,Clobetasol,Dermatology,Dermatology,Ointment,100 mg,10 ml,"3,772.68",05-06-2020,Goa,N,18,Active,2024-10-11 00:59:04,2025-12-30 09:07:49,SFA App,BATCH_20260313_001,Special Tender
P200176,PRD5176,DermaSoft MR,Pembrolizumab,Dermatology,Dermatology,Ointment,50 mg,60 ml,"8,506.44",2014-03-24,Pune,Y,18,Active,2023-06-14 20:07:53,2025-06-07 16:27:02,SAP,BATCH_20260313_003,Promo Pack
P200177,PRD5177,CardioZen MR,Pembrolizumab,Cardio,Cardiology,Ointment,5 mg,100 ml,"5,547.35",2014-02-13,Pune,N,5,Active,2023-02-04 04:37:12,2025-01-10 03:06:46,CRM,BATCH_20260313_002,
P200178,PRD5178, GlucoFree OD  ,Pembrolizumab,Diabetes,Endocrinology,Ointment,250 mg,60 ml,270.10,2024-01-12,Goa,N,5,Under Review,2023-11-28 07:54:12,2025-07-28 19:13:52,SAP,BATCH_20260313_003,Imported
P200179,PRD5179,CardioZen Plus,Azithromycin,Cardio,Cardiology,Inhaler,50 mg,1x15,"9,265.82",2010-04-22,Hyderabad,N,18,Active,2023-10-12 08:44:51,2025-10-21 14:23:15,SFA App,BATCH_20260313_003,Promo Pack
P200180,PRD5180,CardioZen Forte,Metformin,Cardio,Cardiology,Suspension,250 mg,5 vials,"2,761.86",2021-02-05,Vizag,N,12,Active,2025-10-12 08:03:46,2025-07-14 17:57:31,CRM,BATCH_20260313_002,Promo Pack
P200181,PRD5181,NeuroCalm Forte,Gabapentin,Neuro,Neurology,Injection,20 mg,1x15,"8,833.45",2017-05-29,Vizag,N,12,Discontinued,2025-11-18 06:42:47,2025-05-18 16:12:50,Legacy ERP,BATCH_20260313_003,Legacy SKU
P200182,PRD5182,DermaSoft OD,Pantoprazole,Dermatology,Dermatology,Suspension,250 mg,60 ml,"4,302.10",2024-02-17,Pune,N,5,Active,2025-08-01 15:23:33,2025-08-30 00:59:32,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200183,PRD5183,GastroEase MR,Gabapentin,Gastro,Gastroenterology,Syrup,500 mg,5 vials,"9,608.77",2022-07-31,Goa,N,18,Active,2023-02-18 23:50:19,2025-06-13 01:23:46,SAP,BATCH_20260313_003,Legacy SKU
P200184,PRD5184,neurocalm ds,Gabapentin,Neuro,Neurology,Capsule,50 mg,10 ml,"7,478.74",2010-03-09,Goa,Y,18,Active,2024-04-10 23:31:58,2025-03-14 18:20:17,Legacy ERP,BATCH_20260313_003,
P200185,PRD5185,PulmoAir Plus,Clobetasol,Respiratory,Pulmonology,Tablet,100 mg,1x10,"6,678.91",2019-06-17,Vizag,Y,12,Under Review,2023-02-17 21:11:35,2025-02-18 09:13:21,CRM,BATCH_20260313_001,Legacy SKU
P200186,PRD5186,InfecCure,Budesonide,Anti-Infective,Infectious Disease,Suspension,100 mg,1x30,"4,863.87",2025-05-27,Pune,Y,5,Active,2023-07-25 03:09:15,2025-12-03 11:36:01,Legacy ERP,BATCH_20260313_001,Special Tender
P200187,,DermaSoft Forte,Pantoprazole,Dermatology,Dermatology,Capsule,10 mg,10 ml,"3,417.39",2013-05-05,Goa,N,12,Active,2024-01-30 17:45:43,2025-06-29 11:18:21,SAP,BATCH_20260313_002,Special Tender
P200188,PRD5188,CardioZen,Clobetasol,Cardio,Cardiology,Tablet,500 mg,60 ml,"6,570.84",2011-10-25,Pune,N,12,Active,2024-03-26 22:29:44,2025-01-17 13:08:30,CRM,BATCH_20260313_003,
P200189,PRD5189,GastroEase DS,Metformin,Gastro,Gastroenterology,Suspension,50 mg,1x15,896.75,2019-12-03,Ahmedabad,N,12,Active,2023-12-08 13:16:56,2025-02-21 05:48:27,SAP,BATCH_20260313_003,Promo Pack
P200190,PRD5190,GlucoFree,Atorvastatin,Diabetes,Endocrinology,Ointment,100 mg,5 vials,625.56,2019-12-01,Baddi,N,5,Active,2024-04-26 19:38:21,2025-02-07 13:47:31,SAP,BATCH_20260313_002,Promo Pack
P200191,PRD5191,CardioZen,Pembrolizumab,Cardio,Cardiology,Suspension,250 mg,1x30,"6,684.75",2023-10-22,Ahmedabad,Y,18,Active,2023-12-21 06:17:50,2025-04-28 16:58:35,SAP,BATCH_20260313_002,Imported
P200192,PRD5192,DermaSoft,Atorvastatin,Dermatology,Dermatology,Capsule,500 mg,1x10,"8,045.00",2016-07-18,Pune,Y,18,Active,2023-12-26 23:15:06,2025-05-07 08:08:30,Legacy ERP,BATCH_20260313_002,Special Tender
P200193,PRD5193, GastroEase MR  ,Gabapentin,Gastro,Gastroenterology,Ointment,50 mg,,"2,841.75",2023-09-04,Baddi,Y,18,Active,2025-06-11 19:23:14,2026-02-12 02:56:02,CRM,BATCH_20260313_003,Imported
P200194,PRD5194,InfecCure,Atorvastatin,Anti-Infective,Infectious Disease,Injection,50 mg,1x10,"5,776.48",2024-05-30,Ahmedabad,Y,12,Discontinued,2024-11-26 02:58:28,2025-04-20 05:32:07,SFA App,BATCH_20260313_001,Imported
P200195,PRD5195,GlucoFree,Pembrolizumab,Diabetes,Endocrinology,Capsule,250 mg,1x10,"5,437.21",2021-04-17,Baddi,N,12,Active,2025-08-01 13:49:30,2025-02-28 00:22:08,SFA App,BATCH_20260313_002,
P200196,PRD5196,InfecCure Forte,Metformin,Anti-Infective,Infectious Disease,Syrup,250 mg,1x30,598.78,2023-05-06,Baddi,Y,5,Active,2025-02-11 23:51:33,2025-05-05 17:31:35,SAP,BATCH_20260313_001,Promo Pack
P200197,PRD5197,DermaSoft MR,Azithromycin,Dermatology,Dermatology,Suspension,5 mg,1x15,"2,376.04",2017-02-03,Pune,Y,18,Active,2024-02-26 08:26:43,2025-12-20 14:43:22,Legacy ERP,BATCH_20260313_003,
P200198,PRD5198,OncoRelief OD,Atorvastatin,Oncology,Oncology,Tablet,10 mg,5 vials,"8,184.17",2022-02-24,Ahmedabad,Y,5,Active,2024-10-04 03:15:15,2025-05-24 12:03:06,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200199,PRD5199,CardioZen MR,Clobetasol,Cardio,Cardiology,Suspension,5 mg,1x15,354.12,2024-09-30,Hyderabad,Y,18,Active,2023-09-06 23:49:40,2025-07-30 07:26:53,SAP,BATCH_20260313_001,Imported
P200200,PRD5200,GlucoFree OD,Atorvastatin,Diabetes,Endocrinology,Injection,250 mg,100 ml,"5,854.57",2015-07-05,Ahmedabad,N,12,Active,2023-03-29 00:22:08,2025-02-11 08:44:45,SAP,BATCH_20260313_001,Special Tender
P200201,PRD5201,CardioZen OD,Clobetasol,Cardio,Cardiology,Suspension,50 mg,1x10,"7,834.64",2015-06-01,Goa,N,5,Active,2025-07-28 00:33:23,2025-02-11 03:56:49,SAP,BATCH_20260313_003,Promo Pack
P200202,PRD5202,NeuroCalm Forte,Pembrolizumab,Neuro,Neurology,Ointment,20 mg,1x30,"3,363.32",2019-06-06,Goa,Y,12,Active,2023-06-10 07:28:28,2026-01-11 21:51:07,SFA App,BATCH_20260313_001,Special Tender
P200203,PRD5203,PulmoAir OD,Pantoprazole,Respiratory,Pulmonology,Suspension,100 mg,1x30,"9,101.55",2012-05-22,Hyderabad,Y,12,Active,2024-02-29 14:06:12,2025-10-06 16:30:47,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200204,PRD5204,OncoRelief,Metformin,Oncology,Oncology,Syrup,10 mg,100 ml,"3,878.58",2016-06-22,Ahmedabad,N,5,Active,2023-01-02 09:43:07,2025-02-06 14:26:49,SAP,BATCH_20260313_003,Promo Pack
P200205,PRD5205,OncoRelief Plus,Budesonide,Oncology,Oncology,Tablet,250 mg,100 ml,"9,755.38",2018-05-27,Hyderabad,N,12,Active,2024-05-27 12:20:24,2025-10-03 18:24:37,SFA App,BATCH_20260313_001,Legacy SKU
P200206,PRD5206,gastroease ds,Azithromycin,Gastro,Gastroenterology,Inhaler,100 mg,60 ml,"6,327.03",2010-01-25,Hyderabad,Y,12,Active,2024-01-06 23:09:49,2025-12-28 19:07:42,CRM,BATCH_20260313_002,
P200207,PRD5207, GastroEase DS  ,Atorvastatin,Gastro,Gastroenterology,Injection,20 mg,60 ml,"6,767.22",2016-04-14,Baddi,N,5,Active,2023-11-18 08:30:07,2025-09-23 06:01:05,SAP,BATCH_20260313_002,Imported
P200208,PRD5208,GastroEase OD,Gabapentin,Gastro,Gastroenterology,Suspension,250 mg,1x10,"8,814.49",2017-07-04,Ahmedabad,Y,12,Active,2023-10-04 03:31:07,2025-02-26 08:34:54,SFA App,BATCH_20260313_002,Special Tender
P200209,PRD5209,DermaSoft Plus,Metformin,Dermatology,Dermatology,Tablet,100 mg,100 ml,"4,874.12",2022-05-27,Vizag,N,12,Discontinued,2023-07-13 13:12:53,2025-02-18 05:38:29,Legacy ERP,BATCH_20260313_002,Special Tender
P200210,PRD5210,OncoRelief OD,Gabapentin,Oncology,Oncology,Ointment,250 mg,5 vials,"4,829.87",2012-04-26,Baddi,Y,18,Active,2024-03-08 16:54:44,2025-12-30 18:41:37,SAP,BATCH_20260313_002,Imported
P200211,PRD5211,OncoRelief Plus,Atorvastatin,Oncology,Oncology,Injection,250 mg,1x10,"9,762.82",2014-08-25,Vizag,Y,5,Active,2024-02-03 13:58:07,2026-02-15 07:04:30,Legacy ERP,BATCH_20260313_002,Imported
P200212,PRD5212,CardioZen Plus,Atorvastatin,Cardio,Cardiology,Capsule,500 mg,5 vials,"1,646.57",2016-12-18,Pune,N,18,Active,2025-10-28 07:21:44,2025-08-04 07:43:38,SAP,BATCH_20260313_001,Special Tender
P200213,PRD5213,NeuroCalm MR,Clobetasol,Neuro,Neurology,Suspension,250 mg,1x15,"3,398.56",2024-03-06,Pune,Y,18,Active,2024-01-13 10:35:56,2025-02-04 20:47:53,Legacy ERP,BATCH_20260313_002,Special Tender
P200214,PRD5214,OncoRelief,Pantoprazole,Oncology,Oncology,Suspension,5 mg,,"6,871.37",2014-02-01,Goa,N,12,Active,2024-03-01 23:49:35,2025-05-09 10:14:06,Legacy ERP,BATCH_20260313_002,Legacy SKU
P200215,PRD5215,CardioZen Plus,Clobetasol,Cardio,Cardiology,Suspension,100 mg,1x15,497.42,2020-07-19,Vizag,N,12,Discontinued,2025-08-09 04:40:17,2026-01-09 01:35:47,CRM,BATCH_20260313_003,
P200216,PRD5216,InfecCure DS,Metformin,Anti-Infective,Infectious Disease,Injection,50 mg,100 ml,676.17,2017-05-16,Hyderabad,N,5,Discontinued,2025-07-16 00:30:44,2025-03-11 03:30:42,CRM,BATCH_20260313_003,Promo Pack
P200217,PRD5217,CardioZen Forte,Pembrolizumab,Cardio,Cardiology,Inhaler,250 mg,1x15,"2,696.01",2012-12-22,Goa,Y,5,Active,2024-05-18 05:46:15,2025-08-11 10:19:57,SAP,BATCH_20260313_001,Imported
