customer_id,customer_name,customer_type,specialty,hospital_name,city,state,zone,registration_no,status,onboarding_date,tier,created_at,updated_at,ad_hoc_col
C300145,Prime Sharma Care,Doctor,Oncologist,Narayana Kanpur,Kanpur,Uttar Pradesh,North,REG151674,Active,21/01/2023,B,2025-04-05 23:19:52,2025-06-29 00:47:43,Unverified
C300146,HOPE SHArma care,Chemist,,,Gwalior,Madhya Pradesh,Central,REG615713,Active,2022-08-09,B,2023-06-12 18:13:28,2025-09-30 23:35:27,Needs clean-up
C300147,Prime Jain Clinic,Clinic,Pulmonologist,Manipal Guntur,Guntur,Andhra Pradesh,South,REG565791,Active,2021-07-31,A,2024-02-11 15:36:57,2025-03-17 04:50:55,Needs clean-up
C300148,Dr. Iyer Clinic,Chemist,,,Kochi,Kerala,South,REG769848,Active,2020-07-06,A,2024-10-23 05:07:38,2025-05-29 00:20:58,
C300149,Hope Das Medicals,Doctor,Dermatologist,Global Ranchi,Ranchi,Jharkhand,East,REG472666,Inactive,2019-08-26,B,2025-02-12 00:36:34,2026-01-20 23:59:20,
C300150,Life Gupta Pharmacy,Chemist,,,Jaipur,Rajasthan,Central,REG562653,Active,2022-11-17,B,2024-09-05 16:47:38,2025-12-16 21:22:57,Unverified
C300151,Care Mehta Medicals,Chemist,,,Pune,Maharashtra,West,REG556278,Active,2019-01-12,B,2025-09-07 08:30:30,2025-09-05 08:15:28,Legacy mapped
C300152,Life Agarwal Pharmacy,Clinic,Pulmonologist,Fortis Ludhiana,Ludhiana,Punjab,North,REG751001,Active,2023-04-25,C,2025-08-18 10:23:31,2025-10-31 21:34:54,Legacy mapped
C300153, Dr. Jain Medicals  ,Doctor,General Physician,Narayana Madurai,Madurai,Tamil Nadu,South,REG559433,Active,2021-02-01,B,2023-03-08 10:46:36,2025-02-04 18:14:17,Unverified
C300154,Dr. Nair Clinic,Clinic,Diabetologist,Manipal Warangal,Warangal,Telangana,South,REG158012,Active,2020-10-09,A,2024-02-19 11:56:50,2025-04-10 22:23:39,Needs clean-up
C300155,Prime Iyer Medicals,Clinic,General Physician,Fortis Dibrugarh,Dibrugarh,Assam,East,REG100097,Active,2025-07-26,C,2024-10-28 20:30:32,2025-11-30 17:09:49,Needs clean-up
C300156,Hope Das Pharmacy,Doctor,Oncologist,Yashoda Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,REG558589,Active,2023-05-21,B,2025-10-18 16:51:20,2025-06-21 00:50:56,
C300157,City Nair Medicals,Clinic,General Physician,Global Gaya,Gaya,Bihar,East,REG864761,Blacklisted,2017-04-22,C,2023-06-17 00:59:28,2025-11-10 07:45:11,Legacy mapped
C300158,Care Mishra Pharmacy,Hospital,Gastroenterologist,Narayana Panaji,Panaji,Goa,West,REG803291,Active,2022-08-10,A,2023-05-19 14:28:20,2025-04-15 18:35:53,Needs clean-up
C300159,City Kulkarni Medicals,Doctor,Neurologist,Apollo Nizamabad,Nizamabad,Telangana,South,REG803863,Active,10 Sep 2020,B,2024-02-15 22:35:51,2025-01-02 11:12:47,Needs clean-up
C300160,Life Pillai Clinic,Hospital,Gastroenterologist,Narayana Dibrugarh,Dibrugarh,Assam,East,,Active,2017-04-09,B,2023-06-18 06:54:02,2025-07-29 19:26:28,Legacy mapped
C300161,Life Joshi Clinic,Chemist,,,Jalandhar,Punjab,North,REG968162,Inactive,2022-11-03,B,2024-04-04 14:36:56,2026-02-21 17:49:09,
C300162,Hospital Das Care,Doctor,Pulmonologist,Apollo Guwahati,Guwahati,Assam,East,REG546802,Active,2022-12-08,B,2025-12-22 06:02:26,2025-10-14 08:43:58,Legacy mapped
C300163,Hospital Singh Medicals,Clinic,Dermatologist,Narayana Raipur,Raipur,Chhattisgarh,West,REG148158,Inactive,2021-03-02,B,2024-12-29 14:50:15,2026-01-12 10:18:06,
C300164,Dr. Mishra Care,Chemist,,,Jamshedpur,Jharkhand,East,REG942080,Active,2025-04-09,C,2023-05-13 00:40:34,2025-06-13 10:33:28,Legacy mapped
C300165,PRIME DAS CLINIC,Chemist,,,Warangal,Telangana,South,REG219685,Active,2021-02-23,A,2025-08-14 23:59:48,2025-06-05 18:15:07,Needs clean-up
C300166,Dr. Jain Hospital,Doctor,Dermatologist,Aster Mumbai,Mumbai,Maharashtra,West,REG779376,Active,2021-12-10,C,2024-12-30 01:02:02,2026-03-01 09:21:35,Unverified
C300167,City Das Care,Hospital,Diabetologist,Global Udaipur,Udaipur,Rajasthan,North,REG138941,Inactive,2023-10-23,B,2024-05-10 10:27:41,2025-06-28 23:44:54,
C300168,Care Das Clinic,Clinic,Oncologist,Medanta Vijayawada,Vijayawada,Andhra Pradesh,South,REG908678,Active,2022-06-08,A,2025-12-09 23:14:15,2025-06-28 02:50:48,Unverified
C300169,CITY GUPTA MEDICALS,Clinic,Dermatologist,Apollo Warangal,Warangal,Telangana,South,REG322003,Active,2023-02-26,A,2024-07-13 22:55:57,2026-01-06 17:55:48,Needs clean-up
C300170,Dr. Kulkarni Pharmacy,Chemist,,,Surat,Gujarat,West,REG692056,Active,2019-05-14,A,2025-10-16 00:37:32,2025-03-01 12:26:34,
C300171,Hope Reddy Clinic,Clinic,Pulmonologist,Narayana Bengaluru,Bengaluru,Karnataka,South,REG499530,Active,2021-08-02,B,2023-11-11 11:28:14,2025-02-27 04:55:22,Legacy mapped
C300172,Hope Pillai Pharmacy,Clinic,Gastroenterologist,Max Pune,Pune,Maharashtra,West,REG712371,Active,2025-05-13,C,2024-09-24 15:17:23,2025-01-20 17:03:40,Needs clean-up
C300173,Prime Jain Pharmacy,Doctor,Oncologist,Aster Kanpur,Kanpur,Uttar Pradesh,North,,Active,2017-12-04,B,2024-06-01 14:05:57,2025-08-02 10:02:54,Unverified
C300174,Care Mishra Hospital,Clinic,Diabetologist,Yashoda Siliguri,Siliguri,West Bengal,East,REG250401,Active,2025-04-14,C,2024-08-08 23:23:16,2025-02-14 21:43:53,
C300175,Hope Pillai Pharmacy,Chemist,,,Guntur,Andhra Pradesh,South,REG732228,Active,2019-02-27,B,2024-05-19 19:25:59,2025-06-16 23:10:19,Legacy mapped
C300176,City Reddy Hospital,Chemist,,,Bhopal,Madhya Pradesh,West,REG383388,Active,2024-10-12,A,2024-12-22 06:18:09,2025-06-16 11:21:24,
C300177,Prime Patel Clinic,Hospital,Dermatologist,Fortis Raipur,Raipur,Chhattisgarh,Central,REG477576,Active,2023-06-16,C,2024-12-21 08:59:08,2025-11-18 11:49:09,Needs clean-up
C300178,Hope Mehta Medicals,Doctor,Dermatologist,Apollo Siliguri,Siliguri,West Bengal,East,REG593683,Active,2019-04-22,B,2023-03-08 22:42:11,2025-12-03 19:13:31,
C300179,Life Gupta Clinic,Hospital,Gastroenterologist,Aster Coimbatore,Coimbatore,Tamil Nadu,South,REG568877,Inactive,2020-04-08,B,2024-11-18 16:50:32,2025-03-05 18:40:54,Unverified
C300180,Hope Nair Medicals,Chemist,,,Bilaspur,Chhattisgarh,West,REG303300,Active,2022-06-26,B,2025-10-10 05:55:53,2026-01-08 12:26:32,Unverified
C300181,Life Kapoor Pharmacy,Hospital,Neurologist,Manipal Gwalior,Gwalior,Madhya Pradesh,Central,REG133290,Active,2024-12-31,C,2024-02-27 03:30:28,2025-11-02 00:21:15,Unverified
C300182,Hospital Reddy Hospital,Hospital,Oncologist,Fortis Jalandhar,Jalandhar,Punjab,North,REG210520,Active,2017-02-16,A,2024-05-26 13:08:34,2025-01-30 03:55:38,Legacy mapped
C300183,Dr. Reddy Hospital,Hospital,Neurologist,Manipal Udaipur,Udaipur,Rajasthan,Central,REG670611,Inactive,2019-10-05,B,2023-06-27 10:37:51,2025-02-13 00:43:24,Needs clean-up
C300184,CITY YADAv hospital,Hospital,Diabetologist,Apollo Jodhpur,Jodhpur,Rajasthan,North,REG530333,Inactive,2018-08-11,B,2025-10-09 17:40:38,2025-03-09 04:59:59,Unverified
C300185,City Reddy Clinic,Clinic,Diabetologist,Aster Udaipur,Udaipur,Rajasthan,North,REG163276,Active,16/08/2020,C,2025-10-13 20:01:25,2025-03-11 22:39:56,
C300186,Hospital Kapoor Medicals,Chemist,,,Udaipur,Rajasthan,North,REG152027,Blacklisted,2023-03-13,A,2025-03-12 17:59:51,2025-12-11 05:07:18,
C300187,Hope Bose Care,Doctor,Oncologist,Manipal Surat,Surat,Gujarat,West,REG304483,Active,2018-09-28,A,2023-04-17 10:54:50,2026-01-14 21:25:11,Needs clean-up
C300188,Life Mishra Medicals,Chemist,,,Lucknow,Uttar Pradesh,North,REG570688,Active,2022-12-10,C,2023-12-18 02:14:10,2025-08-25 07:34:07,Unverified
C300189,Hospital Kulkarni Pharmacy,Hospital,Oncologist,Max Madurai,Madurai,Tamil Nadu,South,REG443905,Active,25 Aug 2023,C,2024-05-24 17:43:54,2025-06-01 15:49:56,Unverified
C300190,Prime Mishra Hospital,Clinic,Cardiologist,Care Rourkela,Rourkela,Odisha,East,REG160220,Active,2023-06-10,A,2024-07-06 13:13:25,2025-07-30 19:53:33,Legacy mapped
C300191,Care Jain Medicals,Doctor,Neurologist,Care Margao,Margao,Goa,West,REG114272,Active,2022-03-19,A,2023-04-22 23:12:07,2025-08-16 04:06:40,
C300192,Hospital Singh Clinic,Chemist,,,Nizamabad,Telangana,South,REG806037,Active,2017-03-17,A,2023-04-10 02:19:25,2025-01-16 02:56:39,Legacy mapped
C300193,hospital iyer pharmacy,Clinic,General Physician,Fortis Hyderabad,Hyderabad,Telangana,South,REG879344,Active,2021-06-21,A,2024-04-18 03:24:06,2025-05-30 01:57:35,Legacy mapped
C300194,Dr. Bose Care,Clinic,Cardiologist,Global Bengaluru,Bengaluru,Karnataka,South,REG587703,Inactive,2020-10-01,A,2025-01-11 00:35:04,2025-11-03 22:00:00,Unverified
C300195,Prime Kapoor Clinic,Hospital,Neurologist,Narayana Bhopal,Bhopal,Madhya Pradesh,West,REG938624,Active,2019-12-17,A,2024-05-06 20:01:09,2025-12-27 05:51:59,Needs clean-up
C300196,Care Kapoor Care,Clinic,Dermatologist,Global Mumbai,Mumbai,Maharashtra,West,REG302657,Active,2021-12-23,B,2023-06-16 21:19:37,2025-01-23 11:30:05,Needs clean-up
C300197,Prime Chawla Medicals,Clinic,Diabetologist,Care Bhubaneswar,Bhubaneswar,Odisha,East,REG810609,Active,05/15/2018,C,2025-08-09 16:39:45,2026-03-09 16:38:51,
C300198,Dr. Jain Care,Clinic,Cardiologist,Medanta Raipur,Raipur,Chhattisgarh,West,REG375874,Active,2022-08-14,B,2025-01-16 09:26:28,2025-04-22 02:58:43,Legacy mapped
C300199,Hope Sharma Pharmacy,Doctor,Pulmonologist,Narayana Nashik,Nashik,Maharashtra,West,REG432901,Active,2022-05-03,C,2023-01-11 06:16:00,2025-03-04 20:50:05,Needs clean-up
C300200,Dr. Singh Care,Clinic,General Physician,Max Nashik,Nashik,Maharashtra,West,REG658112,Active,10 Nov 2022,C,2023-06-29 14:10:01,2025-05-06 10:30:37,Needs clean-up
C300201,Dr. Kulkarni Care,Doctor,General Physician,Narayana Jamshedpur,Jamshedpur,Jharkhand,East,REG236189,Active,2024-12-16,B,2023-11-01 09:04:07,2025-08-04 08:13:17,Legacy mapped
C300202,Care Mishra Pharmacy,Clinic,Pulmonologist,Max Kolkata,Kolkata,West Bengal,East,REG889466,Active,13 Sep 2017,B,2024-08-24 04:47:04,2026-02-12 02:27:58,Unverified
C300203,City Jain Medicals,Doctor,Neurologist,Medanta Pune,Pune,Maharashtra,West,REG543096,Active,14/06/2025,B,2025-05-19 08:20:12,2026-01-25 07:06:27,Unverified
C300204,Prime Jain Hospital,Doctor,Dermatologist,Manipal Lucknow,Lucknow,Uttar Pradesh,Central,REG784997,Active,2024-07-24,B,2025-05-20 23:56:50,2025-05-04 20:06:48,
C300205,Hope Kapoor Medicals,Clinic,General Physician,Narayana Durg,Durg,Chhattisgarh,West,REG493992,Active,2025-08-04,C,2024-04-10 00:17:06,2025-12-23 21:20:40,Unverified
C300206,Hospital Mehta Clinic,Hospital,Gastroenterologist,Global Jamshedpur,Jamshedpur,Jharkhand,East,REG553004,Active,2018-01-20,C,2025-05-23 16:49:23,2025-03-21 11:53:15,
C300207,Prime Kulkarni Clinic,Doctor,Pulmonologist,Fortis Panaji,Panaji,Goa,West,REG221189,Active,2023-04-01,C,2025-07-05 08:41:01,2026-01-13 19:22:10,
C300208, Hope Nair Medicals  ,Clinic,Neurologist,Care Patna,Patna,Bihar,East,REG509543,Active,22 Apr 2019,C,2023-12-19 09:04:27,2025-11-22 03:05:38,Unverified
C300209,City Das Medicals,Hospital,Dermatologist,Global Durgapur,Durgapur,West Bengal,East,,Inactive,2025-05-11,C,2023-04-21 12:32:51,2025-04-14 02:48:07,Legacy mapped
C300210,Prime Iyer Clinic,Hospital,Diabetologist,Fortis Varanasi,Varanasi,Uttar Pradesh,North,REG509127,Active,10 Jan 2017,C,2024-03-14 16:54:22,2026-01-23 13:07:27,Legacy mapped
C300211,Care Iyer Pharmacy,Hospital,Cardiologist,Care Nagpur,Nagpur,Maharashtra,West,REG311340,Active,2024-11-05,B,2024-06-04 05:58:50,2025-02-21 21:57:19,Legacy mapped
C300212,Life Chawla Clinic,Doctor,Diabetologist,Medanta Jodhpur,Jodhpur,Rajasthan,North,REG781032,Active,2024/12/13,B,2023-10-21 10:03:55,2025-12-06 10:36:08,Unverified
C300213,City Joshi Pharmacy,Chemist,,,Hubballi,Karnataka,South,REG840434,Active,2024-07-13,A,2025-09-27 06:29:37,2025-06-28 14:09:14,
C300214,Hospital Jain Care,Doctor,Diabetologist,Fortis Pune,Pune,Maharashtra,West,REG317555,Active,06-09-2020,B,2023-04-01 05:55:16,2025-07-27 18:17:33,Unverified
C300215,Hospital Gupta Clinic,Hospital,Diabetologist,Yashoda Ludhiana,Ludhiana,Punjab,North,REG361379,Active,2024-11-23,B,2023-05-02 23:36:19,2025-04-17 18:53:53,
C300216,Hope Singh Pharmacy,Clinic,Neurologist,Fortis Vijayawada,Vijayawada,Andhra Pradesh,South,REG217027,Active,2023-03-19,A,2023-10-15 12:41:03,2025-09-22 00:39:51,Legacy mapped
C300217,Dr. Bose Medicals,Hospital,Cardiologist,Global Nagpur,Nagpur,Maharashtra,West,REG924955,Active,2017-01-13,A,2025-06-28 20:17:41,2025-08-13 23:51:14,
C300218,City Mehta Medicals,Doctor,Gastroenterologist,Max Ludhiana,Ludhiana,Punjab,North,REG484036,Active,2022-06-23,A,2024-10-19 07:58:22,2025-06-14 20:32:33,Legacy mapped
C300219,Prime Pillai Care,Doctor,Cardiologist,Max Nizamabad,Nizamabad,Telangana,South,REG882271,Active,2017-08-26,A,2025-12-31 08:31:30,2025-10-30 17:48:10,Unverified
C300220,Life Patel Hospital,Hospital,Neurologist,Medanta Muzaffarpur,Muzaffarpur,Bihar,Central,REG991114,Active,2025-05-04,A,2025-07-02 00:24:26,2025-08-02 21:57:31,
C300221,Hope Patel Pharmacy,Doctor,Cardiologist,Fortis Ahmedabad,Ahmedabad,Gujarat,West,REG718956,Active,2017-04-15,C,2024-05-16 15:13:46,2025-02-28 06:16:43,
C300222,Dr. Singh Pharmacy,Clinic,Cardiologist,Manipal Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,,Active,2018-07-16,A,2023-01-30 09:58:23,2025-09-22 04:02:30,Legacy mapped
C300223,City Mishra Clinic,Clinic,Pulmonologist,Yashoda Kanpur,Kanpur,Uttar Pradesh,North,REG601409,Active,2025-11-08,B,2023-05-05 13:21:53,2025-03-10 18:42:38,
C300224,Hospital Sharma Pharmacy,Doctor,Gastroenterologist,Apollo Cuttack,Cuttack,Odisha,East,REG599841,Active,2023-10-16,A,2024-04-24 10:44:44,2025-06-14 00:58:34,
C300225,Care Kapoor Hospital,Chemist,,,Jodhpur,Rajasthan,Central,REG880263,Active,2017-11-22,C,2025-07-04 08:18:11,2025-01-18 10:16:03,Unverified
C300226,Life Mehta Care,Clinic,Neurologist,Max Panipat,Panipat,Haryana,North,REG864773,Active,2020-07-18,C,2024-05-12 01:59:01,2025-02-06 07:56:16,
C300227,City Das Care,Clinic,General Physician,Medanta Siliguri,Siliguri,West Bengal,East,REG384970,Inactive,2022-10-28,B,2023-01-12 01:00:02,2025-05-31 01:01:18,Needs clean-up
C300228,Hope Singh Hospital,Clinic,Gastroenterologist,Yashoda Gaya,Gaya,Bihar,East,REG468057,Active,2020-03-01,C,2023-10-18 09:25:27,2025-03-10 10:28:27,
C300229,Hope Jain Care,Clinic,General Physician,Yashoda Jalandhar,Jalandhar,Punjab,North,REG800016,Active,2021-04-23,B,2023-12-29 21:42:23,2025-01-31 17:43:07,Unverified
C300230,Dr. Jain Care,Hospital,Pulmonologist,Fortis Lucknow,Lucknow,Uttar Pradesh,Central,REG369193,Active,2020-01-30,B,2025-09-18 23:42:24,2025-04-07 03:40:02,Legacy mapped
C300231,Life Verma Clinic,Clinic,Gastroenterologist,Aster Chennai,Chennai,Tamil Nadu,South,REG634664,Active,2021-04-05,C,2025-05-08 09:23:48,2025-11-26 16:38:57,Legacy mapped
C300232,Hope Patel Care,Hospital,Oncologist,Manipal Patna,Patna,Bihar,East,REG763449,Active,2024-08-28,C,2024-07-25 15:59:45,2025-11-01 22:10:49,Needs clean-up
C300233,HOPE KULKARNI HOSPITAL,Chemist,,,Guwahati,Assam,East,REG424572,Active,2023-02-08,B,2025-04-09 07:56:50,2025-10-24 04:41:47,Unverified
C300234,Prime Gupta Pharmacy,Clinic,General Physician,Care Jodhpur,Jodhpur,Rajasthan,Central,REG367012,Active,2019-04-23,B,2025-12-23 01:20:15,2025-05-21 04:22:07,
C300235,Prime Joshi Medicals,Hospital,Dermatologist,Care Patna,Patna,Bihar,Central,REG579965,Active,2021-06-28,A,2023-06-17 18:07:38,2025-04-08 11:10:24,Unverified
C300236,Life Kapoor Medicals,Doctor,Oncologist,Apollo Nizamabad,Nizamabad,Telangana,South,REG472283,Active,2020-07-28,C,2023-08-28 00:40:23,2026-03-10 20:27:46,Legacy mapped
C300237,Prime Mehta Pharmacy,Chemist,,,Gaya,Bihar,Central,REG964952,Blacklisted,2020-12-26,B,2025-08-16 01:08:23,2026-01-19 00:44:05,Unverified
C300238,City Chawla Medicals,Doctor,Pulmonologist,Narayana Gaya,Gaya,Bihar,East,REG439496,Active,2024-01-25,A,2025-10-01 08:58:17,2026-01-18 17:17:22,Unverified
C300239,Hospital Jain Hospital,Hospital,Dermatologist,Apollo Jamshedpur,Jamshedpur,Jharkhand,East,REG450187,Active,2020-10-30,A,2023-01-21 21:28:10,2025-08-29 23:30:08,Legacy mapped
C300240,Dr. Joshi Medicals,Clinic,Neurologist,Max Gwalior,Gwalior,Madhya Pradesh,West,REG776451,Blacklisted,2017-04-04,A,2025-04-19 13:51:39,2025-10-04 00:50:40,Legacy mapped
C300241,Hope Iyer Medicals,Chemist,,,Gwalior,Madhya Pradesh,West,REG399337,Active,2017-08-20,B,2025-03-26 03:27:22,2025-04-25 15:31:55,Needs clean-up
C300242,Dr. Kapoor Hospital,Clinic,Pulmonologist,Fortis Kanpur,Kanpur,Uttar Pradesh,Central,REG508515,Active,2023-07-12,B,2023-02-14 21:30:51,2025-03-30 10:38:11,Unverified
C300243,Life Chawla Pharmacy,Chemist,,,Noida,Delhi,North,REG634380,Active,2024-07-06,A,2025-12-08 02:12:13,2026-01-22 23:19:52,
C300244,Hospital Kapoor Medicals,Hospital,Pulmonologist,Max Coimbatore,Coimbatore,Tamil Nadu,South,REG392246,Active,2017-01-16,C,2025-02-15 21:36:40,2025-06-30 19:39:07,
C300245,Dr. Gupta Care,Chemist,,,Thiruvananthapuram,Kerala,South,REG680174,Active,2018-01-22,B,2025-06-09 11:37:22,2025-02-19 02:41:09,
C300246,Hope Yadav Pharmacy,Chemist,,,Madurai,Tamil Nadu,South,REG366136,Active,2020-04-03,A,2024-03-01 23:30:22,2025-12-13 23:56:18,Legacy mapped
C300247,Life Das Clinic,Hospital,Dermatologist,Yashoda Jodhpur,Jodhpur,Rajasthan,Central,REG440266,Active,2025-03-14,A,2025-07-07 15:50:08,2025-12-17 02:29:36,Legacy mapped
C300248,Prime Jain Hospital,Doctor,Neurologist,Aster Kanpur,Kanpur,Uttar Pradesh,North,REG735777,Active,2024-05-05,C,2024-09-17 21:49:44,2025-09-19 07:44:29,Legacy mapped
C300249,Hope Gupta Medicals,Clinic,Gastroenterologist,Yashoda Durg,Durg,Chhattisgarh,West,REG381438,Active,2018/12/04,B,2025-06-25 05:32:31,2025-09-03 08:31:50,Needs clean-up
C300250,Life Yadav Clinic,Doctor,Pulmonologist,Global Bhopal,Bhopal,Madhya Pradesh,Central,REG499400,Active,2020-02-28,A,2024-10-10 15:14:04,2025-12-07 16:03:09,
C300251, Life Reddy Medicals  ,Doctor,Cardiologist,Manipal Siliguri,Siliguri,West Bengal,East,REG360564,Active,2019-01-08,B,2025-01-16 14:33:59,2025-02-21 09:39:25,Legacy mapped
C300252,Care Singh Care,Hospital,Cardiologist,Apollo Patna,Patna,Bihar,East,REG854215,Active,2021-06-09,B,2024-04-06 02:52:14,2025-09-02 01:44:02,
C300253,Life Agarwal Pharmacy,Doctor,Oncologist,Care Vasco da Gama,Vasco da Gama,Goa,West,REG107142,Active,08/11/2024,A,2025-07-17 06:15:53,2025-11-01 15:51:40,
C300254,Life Iyer Care,Hospital,Pulmonologist,Yashoda New Delhi,New Delhi,Delhi,North,REG265741,Inactive,21 Feb 2025,B,2023-02-01 00:26:04,2025-04-17 16:24:21,Unverified
C300255,City Jain Care,Hospital,General Physician,Medanta Gaya,Gaya,Bihar,Central,REG668837,Active,2022-04-14,A,2023-05-12 17:45:54,2025-01-16 01:19:21,
C300256,City Reddy Medicals,Doctor,Oncologist,Global Panipat,Panipat,Haryana,North,REG952177,Active,11/09/2018,B,2024-01-26 22:55:17,2026-02-12 15:31:38,Needs clean-up
C300257,Life Nair Hospital,Chemist,,,Nagpur,Maharashtra,West,,Active,06/30/2021,A,2025-03-03 18:56:16,2025-12-06 23:44:32,Needs clean-up
C300258,City Pillai Clinic,Doctor,Pulmonologist,Care Varanasi,Varanasi,Uttar Pradesh,North,REG221434,Active,2025-11-05,A,2025-02-22 01:23:35,2025-01-11 02:36:31,Unverified
C300259,Life Joshi Pharmacy,Clinic,Diabetologist,Narayana Ranchi,Ranchi,Jharkhand,East,REG375411,Active,2020-05-09,B,2023-10-09 19:59:16,2026-01-28 04:47:25,Needs clean-up
C300260,Prime Verma Care,Chemist,,,Udaipur,Rajasthan,North,REG559543,Active,2025-08-24,A,2025-04-21 16:16:56,2025-11-13 14:02:18,Legacy mapped
C300261,Hospital Sharma Pharmacy,Chemist,,,Siliguri,West Bengal,East,REG182414,Active,2021/10/24,A,2024-06-26 07:27:23,2025-10-23 15:09:42,Legacy mapped
C300262,City Verma Hospital,Doctor,Dermatologist,Care Gaya,Gaya,Bihar,Central,REG438109,Active,2021-11-07,A,2023-06-14 22:53:55,2025-08-23 11:48:07,
C300263,Hope Mishra Hospital,Hospital,Pulmonologist,Aster Noida,Noida,Uttar Pradesh,North,REG755498,Active,2025-12-18,A,2025-06-06 13:31:08,2025-12-19 02:38:46,Legacy mapped
C300264,Care Singh Care,Doctor,Pulmonologist,Global Kochi,Kochi,Kerala,South,REG216124,Active,2018-12-25,C,2025-01-14 19:31:34,2025-04-24 06:27:53,Needs clean-up
C300265,City Verma Hospital,Hospital,Cardiologist,Medanta Durgapur,Durgapur,West Bengal,East,REG821497,Active,2021-05-21,C,2025-12-28 17:01:05,2025-04-01 21:49:10,Unverified
C300266,Dr. Sharma Medicals,Clinic,Oncologist,Max Ahmedabad,Ahmedabad,Gujarat,West,REG963819,Active,2021-07-11,C,2023-12-11 22:03:47,2025-12-01 12:45:15,Needs clean-up
C300267,Hope Reddy Hospital,Chemist,,,Amritsar,Punjab,North,REG497184,Active,2021-08-21,A,2025-04-11 11:34:55,2025-07-23 23:12:24,
C300268,Hospital Nair Care,Clinic,Dermatologist,Max Hyderabad,Hyderabad,Telangana,South,REG389310,Active,2017-03-22,B,2024-07-03 00:39:28,2025-10-14 14:52:13,Needs clean-up
C300269,Prime Verma Care,Doctor,Pulmonologist,Aster Jaipur,Jaipur,Rajasthan,North,REG666139,Active,2019-09-14,C,2024-04-18 00:48:00,2025-05-22 13:03:14,Unverified
C300270,Care Kulkarni Clinic,Clinic,General Physician,Global Nashik,Nashik,Maharashtra,West,REG398454,Active,2017-07-28,C,2024-10-06 23:35:52,2025-05-05 01:16:30,
C300271,Prime Bose Pharmacy,Hospital,General Physician,Fortis Guntur,Guntur,Andhra Pradesh,South,REG104595,Active,2020-08-06,C,2023-04-13 03:57:39,2025-10-07 10:58:31,Unverified
C300272,hospital das hospital,Chemist,,,Ranchi,Jharkhand,East,REG625728,Active,11/02/2018,B,2024-04-03 05:00:23,2025-12-22 04:34:23,
C300273,Care Iyer Hospital,Hospital,Cardiologist,Fortis Patna,Patna,Bihar,East,REG679713,Active,2025-09-09,B,2023-01-28 23:23:07,2025-04-17 19:47:44,
C300274,City Patel Hospital,Chemist,,,Lucknow,Uttar Pradesh,Central,123,Active,2022-07-11,B,2023-03-27 08:47:23,2025-02-04 10:27:37,Legacy mapped
C300275,Prime Yadav Medicals,Hospital,Dermatologist,Global Coimbatore,Coimbatore,Tamil Nadu,South,REG337110,Active,2019-04-12,A,2023-11-05 21:23:11,2026-03-12 06:38:03,Needs clean-up
C300276,Prime Verma Pharmacy,Clinic,Oncologist,Medanta Faridabad,Faridabad,Haryana,North,REG988831,Active,2023-11-03,B,2023-06-27 04:41:20,2025-10-02 02:36:14,Needs clean-up
C300277,Care Singh Pharmacy,Clinic,Oncologist,Manipal Bilaspur,Bilaspur,Chhattisgarh,West,REG421109,Inactive,2024-10-09,C,2024-07-27 11:26:35,2026-01-25 03:23:02,Unverified
C300278,Hope Bose Medicals,Doctor,Oncologist,Care Faridabad,Faridabad,Haryana,North,REG918996,Active,2025-07-09,A,2023-09-21 06:00:17,2025-03-21 06:15:52,Legacy mapped
C300279,city kulkarni pharmacy,Doctor,Oncologist,Narayana Udaipur,Udaipur,Rajasthan,Central,,Active,2022-07-24,A,2024-06-13 00:01:49,2025-06-08 07:49:53,Needs clean-up
C300280,Dr. Das Clinic,Clinic,Pulmonologist,Max Gwalior,Gwalior,Madhya Pradesh,West,REG599784,Active,2021-10-14,A,2025-04-26 16:01:22,2025-04-16 15:12:33,
C300281,Prime Verma Medicals,Hospital,Oncologist,Fortis Jaipur,Jaipur,Rajasthan,Central,REG709001,Active,2022-08-10,A,2025-08-13 11:06:33,2025-12-21 12:08:06,
C300282,Life Bose Medicals,Hospital,Dermatologist,Max Udaipur,Udaipur,Rajasthan,Central,REG781753,Active,2023-06-10,B,2023-01-24 00:24:49,2025-07-24 16:43:58,
C300283,City Iyer Hospital,Chemist,,,Guntur,Andhra Pradesh,South,REG495766,Active,2021-09-26,C,2023-06-03 21:28:38,2025-03-10 05:40:18,
C300284,Hospital Reddy Care,Doctor,Gastroenterologist,Yashoda Jodhpur,Jodhpur,Rajasthan,Central,REG685907,Active,2020-11-17,C,2024-06-13 08:58:33,2025-08-22 17:36:02,Unverified
C300285,Prime Jain Medicals,Clinic,Pulmonologist,Care Raipur,Raipur,Chhattisgarh,Central,REG765218,Active,14-02-2018,A,2025-10-29 22:01:27,2025-12-27 13:47:46,Needs clean-up
C300286,Hospital Sharma Medicals,Chemist,,,Siliguri,West Bengal,East,REG982758,Active,2018-12-10,C,2024-11-15 22:59:53,2025-05-04 14:06:08,Needs clean-up
C300287,Dr. Jain Hospital,Chemist,,,Jodhpur,Rajasthan,Central,REG203212,Active,2019-04-01,C,2023-06-09 09:52:10,2025-03-03 15:42:21,Needs clean-up
